"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"67706",535.819832520932,0.877229433425092,0.206214643860448,1.33134794074661e-05,4.28488735602444e-05
"71890",624.650060468681,1.00902014303778,0.238970055297259,1.331675081345e-05,4.28510591680609e-05
"100705",437.923672384827,0.938315200488654,0.221269955466935,1.33335505527327e-05,4.28960518008402e-05
"59035",2567.65923372466,-0.653196286176616,0.151973967650865,1.33359231823665e-05,4.28960518008402e-05
"227638",590.218819626258,-0.878107076624851,0.206726581616082,1.33407037700831e-05,4.29030804123488e-05
"14200",2310.69978750288,-1.37523326045423,0.333365661028,1.3397262092505e-05,4.30765886771267e-05
"622665",150.180289677528,1.14402124040831,0.27293718087446,1.34283727771304e-05,4.31682228716384e-05
"107817",1834.37352790965,-0.872168807695492,0.205152702959174,1.35106301085227e-05,4.34242107124014e-05
"15558",20.5803084930426,-2.23347452743697,0.559693402182225,1.35198635217225e-05,4.34454401271525e-05
"16485",28.0688236208355,-2.92380947760041,0.747598334763006,1.35814070800205e-05,4.36347247877045e-05
"12043",2285.28291213542,1.54343746943282,0.377529129125506,1.37162409780395e-05,4.40593593795167e-05
"214952",1538.40818867781,0.525200173350448,0.121440452437638,1.37696898601184e-05,4.42224545148157e-05
"16493",9.47062415386936,-5.07477263403233,1.42338912971934,1.37868750263128e-05,4.42690451019717e-05
"19771",46.294110021365,2.73422958961863,0.71171655967562,1.38260243425514e-05,4.43861298081908e-05
"107239",136.729809701494,1.11305909649664,0.265637775250279,1.38399829491014e-05,4.44223142036207e-05
"110854",4834.48718184453,-0.637056285066724,0.148497759330724,1.38445761129218e-05,4.44284300420495e-05
"67733",127.829748210094,-0.925980379986401,0.218694041786473,1.39938921962907e-05,4.48988816002882e-05
"66827",1095.09603439614,0.73050367756625,0.17070996842114,1.40304149758683e-05,4.50073276831173e-05
"319582",96.6121222467154,1.47778578042007,0.362698669595389,1.40339802372561e-05,4.50100297481265e-05
"68828",85.1348132146562,-1.88793013831164,0.476510366297074,1.41053942360085e-05,4.52302942233211e-05
"14447",25.8085153508812,2.56857312808567,0.665648867453859,1.41337980207974e-05,4.53125836469708e-05
"53859",2075.55992167606,-0.719890335263485,0.168435036523423,1.4139042693987e-05,4.53206080534429e-05
